0,1.0415272,2.0750594
10,0.20661145,0.4546066
20,0.1261611,0.25201985
30,0.10500181,0.22269394
40,0.09623997,0.22055398
50,0.09191546,0.22343701
60,0.08952299,0.22612268
70,0.08806298,0.22730649
80,0.087102234,0.2270316
90,0.08643544,0.22570026
100,0.08595336,0.22370595
110,0.085591085,0.22133447
120,0.08530836,0.21881424
130,0.08508162,0.21606764
140,0.08488978,0.21340378
150,0.084719315,0.21070871
160,0.084588006,0.20810492
170,0.08446646,0.20565851
180,0.084359266,0.20305479
190,0.08425459,0.20073098
200,0.08418712,0.19853476
210,0.08411113,0.196476
220,0.084028885,0.19441833
230,0.083995506,0.1928641
240,0.0839473,0.19116719
250,0.08390046,0.18982832
260,0.083852746,0.18855558
270,0.08384608,0.18695913
280,0.083831094,0.18623437
290,0.08380771,0.18459769
300,0.08378021,0.18363391
310,0.083776064,0.18088433
320,0.08377292,0.18228741
330,0.083726235,0.1814771
340,0.083770104,0.18128589
350,0.083756946,0.18064407
360,0.08371951,0.17906243
370,0.083753176,0.1782932
380,0.0837478,0.17872572
390,0.08372234,0.177595
400,0.08378994,0.17743686
410,0.08378936,0.17733407
420,0.08374316,0.17662247
430,0.08376988,0.17478997
440,0.08371652,0.176221
450,0.083783686,0.17504059
460,0.08381736,0.17468496
470,0.08374149,0.17799765
480,0.08369017,0.17347053
490,0.08381557,0.17568235
