0,0.48719242,0.52783597
10,0.14894119,0.19803624
20,0.11069987,0.17831841
30,0.0964353,0.17462267
40,0.08383327,0.17144027
50,0.07097253,0.15675846
60,0.061760865,0.15538643
70,0.05881431,0.15650274
80,0.051921375,0.15513687
90,0.04268544,0.1481069
100,0.041236904,0.15150534
110,0.037264694,0.14258915
120,0.03023852,0.13856907
130,0.027526097,0.13785778
140,0.025866237,0.14410703
150,0.024275606,0.1429805
160,0.023844536,0.14096682
170,0.021205373,0.14115895
180,0.025351537,0.14588353
190,0.021735054,0.13981162
200,0.020035742,0.13921443
210,0.019713737,0.122464865
220,0.015674656,0.120347016
230,0.016838927,0.12826383
240,0.015625684,0.122261755
250,0.012338984,0.12251086
260,0.011859708,0.12231924
270,0.010527185,0.12764983
280,0.015099022,0.13292955
290,0.014138125,0.12846312
300,0.01194563,0.12795405
310,0.015246582,0.1264465
320,0.011474999,0.13087666
330,0.010001499,0.12654698
340,0.008047897,0.13232154
350,0.010542145,0.1282064
360,0.0076122894,0.12689012
370,0.0071963184,0.12368747
380,0.007930852,0.12765963
390,0.009383707,0.12933818
400,0.008797878,0.13567063
410,0.008958189,0.14432581
420,0.0109704565,0.15051672
430,0.009192345,0.13161397
440,0.008034037,0.13764267
450,0.005704727,0.13027804
460,0.008447648,0.13369727
470,0.0073799114,0.1356673
480,0.006010072,0.13113672
490,0.0065334854,0.12791501
500,0.0056846403,0.13574193
510,0.0061295126,0.1380643
520,0.0047267545,0.13298789
530,0.0054225456,0.12685561
540,0.0060481937,0.13182168
550,0.0053152335,0.13281633
560,0.006467496,0.13071303
570,0.0077462792,0.13777593
580,0.008854052,0.12726408
590,0.0065028532,0.11789056
600,0.004932623,0.11887409
610,0.0039419923,0.122077875
620,0.0063505527,0.117543444
630,0.0036855934,0.11598549
640,0.007375112,0.11915456
650,0.0039922725,0.117624804
660,0.0037718334,0.11937754
670,0.0046929438,0.122335695
680,0.010357172,0.13418546
690,0.0071284156,0.11560292
700,0.004189585,0.11539729
710,0.0054032565,0.12039324
720,0.005010168,0.122808754
730,0.0047698817,0.114603914
740,0.0033965085,0.11958121
750,0.0029721933,0.11628537
760,0.001971499,0.11195197
770,0.002486639,0.117203645
780,0.0033989307,0.11383652
790,0.0052345945,0.11562909
800,0.0042250487,0.113879144
810,0.006809089,0.10458507
820,0.008349158,0.12259933
830,0.005979768,0.11751995
840,0.0028587487,0.119585484
850,0.0039640134,0.11700519
860,0.0026060739,0.119205534
870,0.0026989365,0.1165181
880,0.006413274,0.120682806
890,0.0056883423,0.108875826
900,0.005731323,0.116869405
910,0.0034018566,0.11554426
920,0.00411515,0.12795052
930,0.003166041,0.12416648
940,0.002997822,0.135549
950,0.004588418,0.13161659
960,0.0061936826,0.1316835
970,0.006238407,0.14201201
980,0.0053114034,0.12713102
990,0.0025217878,0.14649747
1000,0.0034573516,0.15869224
1010,0.0018181812,0.17149289
1020,0.002839857,0.1688756
1030,0.003000938,0.17499994
1040,0.0029603417,0.17151944
1050,0.004803499,0.26013324
1060,0.0071061575,0.2359046
1070,0.0031920795,0.22274521
1080,0.005538584,0.19841473
1090,0.004923003,0.26906574
1100,0.004025891,0.32513708
1110,0.0026776518,0.32121083
1120,0.0023677927,0.3917184
1130,0.0015124622,0.3938142
1140,0.0042475294,0.3772764
1150,0.004923643,0.22006711
1160,0.0069060046,0.43973452
1170,0.0040329155,0.37248468
1180,0.001968142,0.50687546
1190,0.0028501207,0.4521151
1200,0.0016155335,0.58553547
1210,0.0046864343,0.6566789
1220,0.0030357002,0.62370586
1230,0.003752384,0.67691463
1240,0.0019811324,0.8239208
1250,0.0038081328,0.8264351
1260,0.011512132,0.24033633
1270,0.0032899056,0.4460133
1280,0.0015332295,0.57179993
1290,0.00118893,0.65893614
1300,0.0011595471,0.6631934
1310,0.005127091,0.63018996
1320,0.002366997,0.6341489
1330,0.0026790549,0.84198594
1340,0.0022516146,1.3611307
1350,0.004581037,0.8955553
1360,0.002091047,1.5230842
1370,0.0030221972,1.5110321
1380,0.002673117,1.5274506
1390,0.0016047418,2.0458388
1400,0.0019245307,1.9500533
1410,0.0025856837,2.428372
1420,0.0034033835,1.6875367
1430,0.002888509,1.5785427
1440,0.004759239,1.9922687
1450,0.004754668,1.6193552
1460,0.003975299,1.4062304
1470,0.0021977772,2.1784463
1480,0.0010459903,2.3978045
1490,0.00073091674,2.4639313
