0,0.19995752,0.43074372
10,0.028386591,0.08017616
20,0.019056255,0.088857464
30,0.0154625485,0.040361937
40,0.012151484,0.028533867
50,0.01162679,0.03138124
60,0.012688853,0.037252206
70,0.008056535,0.021531379
80,0.0077863564,0.02058638
90,0.0070967204,0.021698603
100,0.006596238,0.01929599
110,0.0108806435,0.14749552
120,0.020820415,0.12614329
130,0.008451783,0.062387135
140,0.004781434,0.0444472
150,0.0038266685,0.04487622
160,0.0033701526,0.045335818
170,0.002980489,0.04557032
180,0.0030292813,0.04936126
190,0.0042718095,0.08290868
200,0.0026449272,0.05675422
210,0.0018075503,0.048823882
220,0.001583403,0.048174407
230,0.0013595525,0.05351286
240,0.002249712,0.037868544
250,0.0019515009,0.017902335
260,0.001792477,0.028210664
270,0.0016231637,0.031706817
280,0.0019339389,0.033380713
290,0.0012529043,0.03211337
300,0.002902273,0.04306483
310,0.0018136189,0.033697978
320,0.0014849144,0.06264074
330,0.0015375147,0.08077392
340,0.0023434917,0.09830987
350,0.003107768,0.032464217
360,0.0010792747,0.03589936
370,0.0008189182,0.036308542
380,0.001324915,0.037251417
390,0.0012849423,0.043290235
400,0.0013053421,0.033909302
410,0.0016701508,0.07163344
420,0.0014623681,0.07658504
430,0.0027033463,0.1333685
440,0.0027939708,0.041817077
450,0.000694849,0.039955772
460,0.0004980298,0.038034648
470,0.00095133384,0.038678546
480,0.0010126091,0.039981548
490,0.0008568534,0.04505677
500,0.001753383,0.05267691
510,0.0029183258,0.05891153
520,0.00080493203,0.054985534
530,0.001130464,0.051895194
540,0.0011274173,0.042710386
550,0.0010985744,0.029978277
560,0.0016839221,0.051136043
570,0.0010836849,0.01744233
580,0.0023152481,0.018023811
590,0.00085268903,0.021076055
600,0.0009583303,0.022413172
610,0.00085941964,0.02293712
620,0.0011826948,0.023983078
630,0.0014097237,0.028060462
640,0.0009658325,0.031400077
650,0.00078131317,0.05031605
660,0.0019855024,0.01767962
670,0.0065671843,0.110773966
680,0.015616393,0.1846704
690,0.0046000024,0.018437013
700,0.0024263104,0.017682977
710,0.0018855818,0.020425735
720,0.0020421292,0.019333933
730,0.0017063739,0.017076444
740,0.0019646047,0.016436933
750,0.0014587542,0.017935324
760,0.0015632807,0.019017987
770,0.0022956913,0.020041361
780,0.0015330685,0.01917171
790,0.0020517553,0.020250143
800,0.0016414572,0.019607313
810,0.0016981789,0.020598808
820,0.0018022412,0.021518825
830,0.0017510371,0.026876155
840,0.0017207001,0.025425263
850,0.0033001557,0.021394636
860,0.0033588181,0.017883696
870,0.002150588,0.020873863
880,0.0017735258,0.02063092
890,0.0016735966,0.018891389
900,0.00143903,0.039234903
910,0.0022011518,0.04504426
920,0.0046871933,0.046414316
930,0.00204887,0.018379815
940,0.0007368234,0.021841573
950,0.00055683934,0.02260963
960,0.0007366358,0.022511879
970,0.0008880957,0.020342227
980,0.0011021642,0.017579779
990,0.0010519528,0.013856295
